Num,UserId,Subject IDs,Subject Name,Time,Duration,Source,Source Details,IP,NodeId,Node,Info_Q1,Info_Q2,Info_Q3,Info_Q4,Info_Q5,Info_Q6,Info_Q7,NodeId,Node,Que_Q2,Que_Q3,Que_Q4,Que_Q5,Que_Q6,Que_Q7,Que_Q8,Que_Q9,Que_Q10,Que_Q11,Que_Q12,Que_Q13,Que_Q14,NodeId,Node,Que_Q2,Que_Q3,Que_Q4,Que_Q5,Que_Q6,Que_Q7,Que_Q8,Que_Q9,Que_Q10,Que_Q11,Que_Q12,Que_Q13,Que_Q14,Que_Q15,Que_Q16,Que_Q17,NodeId,Node,Que_Q2_1,Que_Q3_1,Que_Q4_1,Que_Q5_1,NodeId,Node,Que_Q2_item1,Que_Q2_item2,Que_Q3_item1,Que_Q3_item2,Que_Q4_item1,Que_Q4_item2,Que_Q5_item1,Que_Q5_item2
序号,用户ID,被试者记录ID,被试者昵称,提交答卷时间,所用时间,来源,来源详情,IP,节点id,节点名称,1、您的年龄是多少？,2、您的性别是？,3、您完成的最高学历是什么？,4、您目前的职业是什么？,5、您的家庭年收入是多少？,6、您的婚姻状况是？,7、您有几个孩子？,节点id,节点名称,2、请问您在参与本次实验过程中的情绪如何？&nbsp;,3、请问您觉得此图片的拍摄质量如何？,4、请问您觉得此图片的拍摄质量如何？,5、请问您觉得此图片的拍摄质量如何？,6、请问您觉得此图片的拍摄质量如何？,7、请问您觉得此图片的拍摄质量如何？,8、请问您觉得此图片的拍摄质量如何？,9、请问您觉得此图片的拍摄质量如何？,10、请问您觉得此图片的拍摄质量如何？,吸引力1,吸引力2,吸引力3,吸引力4,节点id,节点名称,2、,3、,4、,5、,6、,7、,8、,9、,10、,11、,12、,13、,14、,15、,16、,17、,节点id,节点名称,2、对于一块蛋糕，您愿意支付的最高金额是多少？请选择在10-50元之间。:价格,3、对于一个甜甜圈，您愿意支付的最高金额是多少？请选择在10-50元之间。:价格,4、对于一个三明治，您愿意支付的最高金额是多少？请选择在10-50元之间。:价格,5、对于一杯啤酒，您愿意支付的最高金额是多少？请选择在10-50元之间。:价格,节点id,节点名称,1、图片1(数值需在10-50之间),2、图片2(数值需在10-50之间),1、图片1(数值需在10-50之间),2、图片2(数值需在10-50之间),1、图片1(数值需在10-50之间),2、图片2(数值需在10-50之间),1、图片1(数值需在10-50之间),2、图片2(数值需在10-50之间)
11,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,学士学位,全职工作,￥100000到￥200000,已婚,无,"	869530354933964801",其他测试,正面,低质量,低质量,中质量,低质量,中质量,高质量,低质量,中质量,无区别,图片2,图片2,无区别,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,36,25,40,25,"	869530358285213697",图片展示和支付意愿,18,22,26,10,35,38,18,24
12,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,高中毕业或同等学历,自由职业,￥50000到￥100000,单身从未结婚,无,"	869530354933964801",其他测试,中立,中质量,低质量,中质量,低质量,中质量,高质量,高质量,中质量,图片1,图片2,图片1,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,16,11,18,"	869530358285213697",图片展示和支付意愿,15,22,18,13,15,25,15,10
13,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,硕士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,中质量,高质量,中质量,高质量,高质量,中质量,中质量,高质量,图片2,图片1,图片1,图片1,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,30,25,35,25,"	869530358285213697",图片展示和支付意愿,20,30,30,20,20,30,20,15
14,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥500000到￥1000000,已婚,1个,"	869530354933964801",其他测试,非常正面,高质量,高质量,高质量,中质量,高质量,高质量,高质量,高质量,图片2,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,未见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,37,30,44,39,"	869530358285213697",图片展示和支付意愿,24,18,26,38,30,48,30,10
15,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,全职工作,￥50000到￥100000,单身从未结婚,无,"	869530354933964801",其他测试,正面,高质量,中质量,中质量,低质量,高质量,高质量,中质量,高质量,图片2,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,22,28,16,"	869530358285213697",图片展示和支付意愿,30,15,20,10,20,15,15,10
16,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,博士学位,全职工作,￥100000到￥200000,已婚,1个,"	869530354933964801",其他测试,非常正面,高质量,低质量,中质量,低质量,高质量,高质量,低质量,高质量,图片2,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,33,29,41,26,"	869530358285213697",图片展示和支付意愿,30,15,26,18,40,21,33,12
17,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,硕士学位,全职工作,￥200000到￥500000,已婚,1个,"	869530354933964801",其他测试,非常正面,高质量,低质量,中质量,低质量,中质量,高质量,中质量,高质量,图片2,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,15,20,12,"	869530358285213697",图片展示和支付意愿,18,12,15,10,22,15,18,10
18,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥100000到￥200000,已婚,无,"	869530354933964801",其他测试,中立,高质量,低质量,中质量,高质量,高质量,高质量,中质量,高质量,图片2,图片2,图片2,无区别,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,45,20,25,10,"	869530358285213697",图片展示和支付意愿,18,10,20,10,20,10,15,10
19,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,正面,中质量,低质量,中质量,低质量,高质量,中质量,中质量,低质量,图片2,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,18,14,15,14,"	869530358285213697",图片展示和支付意愿,20,15,30,15,15,25,25,10
20,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,女,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,中立,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,无区别,无区别,无区别,无区别,"	869530356360028161",记忆测试,见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,未见过,见过,见过,未见过,"	869530357895143426",支付意愿评估,34,18,15,36,"	869530358285213697",图片展示和支付意愿,50,11,49,12,50,11,45,10
21,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥200000到￥500000,已婚,无,"	869530354933964801",其他测试,正面,中质量,中质量,低质量,低质量,中质量,中质量,中质量,低质量,图片1,图片2,图片2,图片1,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,39,16,16,20,"	869530358285213697",图片展示和支付意愿,18,12,18,28,20,15,18,12
22,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥200000到￥500000,已婚,1个,"	869530354933964801",其他测试,中立,高质量,中质量,高质量,低质量,高质量,中质量,高质量,中质量,图片2,图片1,图片2,图片2,"	869530356360028161",记忆测试,见过,见过,未见过,见过,见过,见过,未见过,见过,未见过,见过,未见过,见过,未见过,见过,见过,见过,"	869530357895143426",支付意愿评估,30,25,16,24,"	869530358285213697",图片展示和支付意愿,15,15,15,10,20,10,23,12
23,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,学士学位,兼职工作,￥50000到￥100000,单身从未结婚,无,"	869530354933964801",其他测试,中立,中质量,低质量,高质量,低质量,高质量,中质量,高质量,高质量,图片1,图片2,图片1,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,20,25,15,"	869530358285213697",图片展示和支付意愿,15,25,30,15,15,20,15,10
24,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,硕士学位,全职工作,￥500000到￥1000000,已婚,1个,"	869530354933964801",其他测试,正面,中质量,高质量,中质量,中质量,高质量,中质量,高质量,高质量,图片2,图片2,图片1,图片2,"	869530356360028161",记忆测试,见过,未见过,见过,见过,未见过,见过,见过,未见过,见过,见过,见过,见过,见过,未见过,未见过,见过,"	869530357895143426",支付意愿评估,22,16,22,17,"	869530358285213697",图片展示和支付意愿,14,19,15,10,20,10,20,8
25,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,全职工作,￥200000到￥500000,已婚,1个,"	869530354933964801",其他测试,正面,高质量,低质量,中质量,低质量,高质量,中质量,低质量,高质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,见过,见过,未见过,见过,见过,未见过,见过,见过,见过,未见过,见过,见过,未见过,未见过,"	869530357895143426",支付意愿评估,24,20,25,23,"	869530358285213697",图片展示和支付意愿,12,20,10,20,15,16,14,19
26,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥50000到￥100000,已婚,1个,"	869530354933964801",其他测试,非常正面,中质量,高质量,高质量,低质量,高质量,中质量,高质量,低质量,图片1,图片2,图片1,图片2,"	869530356360028161",记忆测试,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,未见过,"	869530357895143426",支付意愿评估,28,33,40,50,"	869530358285213697",图片展示和支付意愿,30,40,20,25,24,30,33,15
27,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,35-44岁,男,硕士学位,全职工作,￥200000到￥500000,已婚,2个,"	869530354933964801",其他测试,正面,高质量,高质量,中质量,低质量,中质量,高质量,中质量,中质量,图片2,图片1,图片2,图片2,"	869530356360028161",记忆测试,见过,见过,见过,未见过,未见过,见过,见过,见过,见过,见过,见过,未见过,未见过,见过,未见过,见过,"	869530357895143426",支付意愿评估,23,22,25,26,"	869530358285213697",图片展示和支付意愿,15,35,45,35,25,32,25,30
28,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,女,高中毕业或同等学历,学生,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,中立,中质量,中质量,高质量,高质量,高质量,高质量,中质量,中质量,图片1,图片2,图片2,图片1,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,未见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,33,17,18,11,"	869530358285213697",图片展示和支付意愿,15,10,20,13,20,8,12,6
29,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,正面,中质量,低质量,低质量,中质量,高质量,高质量,高质量,中质量,图片1,图片2,图片1,图片2,"	869530356360028161",记忆测试,见过,见过,见过,见过,见过,见过,见过,见过,未见过,见过,见过,未见过,未见过,见过,未见过,见过,"	869530357895143426",支付意愿评估,39,21,22,31,"	869530358285213697",图片展示和支付意愿,50,25,15,10,10,20,50,50
30,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,学生,￥500000到￥1000000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,中质量,低质量,高质量,中质量,高质量,中质量,中质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,16,15,12,13,"	869530358285213697",图片展示和支付意愿,20,26,24,15,27,11,30,15
31,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,35-44岁,女,硕士学位,全职工作,￥200000到￥500000,已婚,1个,"	869530354933964801",其他测试,正面,中质量,低质量,中质量,中质量,中质量,高质量,低质量,中质量,图片2,图片2,图片2,图片1,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,25,18,16,13,"	869530358285213697",图片展示和支付意愿,12,10,16,15,25,16,18,16
32,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,男,博士学位,全职工作,￥200000到￥500000,已婚,1个,"	869530354933964801",其他测试,非常正面,高质量,中质量,中质量,低质量,高质量,高质量,中质量,高质量,图片2,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,39,22,26,15,"	869530358285213697",图片展示和支付意愿,20,15,22,11,30,12,33,13
33,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,学生,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,正面,低质量,低质量,中质量,中质量,中质量,高质量,中质量,中质量,图片1,图片2,图片2,无区别,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,26,19,30,15,"	869530358285213697",图片展示和支付意愿,12,15,26,13,30,32,18,25
34,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,女,学士学位,学生,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,中质量,高质量,低质量,低质量,中质量,中质量,低质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,见过,见过,未见过,见过,见过,见过,见过,见过,见过,见过,见过,未见过,见过,未见过,见过,"	869530357895143426",支付意愿评估,20,12,14,12,"	869530358285213697",图片展示和支付意愿,15,10,20,10,30,10,20,15
35,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,低质量,高质量,中质量,低质量,中质量,高质量,低质量,中质量,图片1,图片1,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,30,18,15,20,"	869530358285213697",图片展示和支付意愿,12,15,12,16,18,12,16,11
36,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,高中毕业或同等学历,自由职业,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,中质量,高质量,中质量,低质量,中质量,高质量,低质量,中质量,图片2,图片1,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,25,15,12,15,"	869530358285213697",图片展示和支付意愿,20,18,15,13,25,18,24,16
37,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,女,学士学位,学生,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,正面,高质量,低质量,中质量,低质量,高质量,高质量,低质量,低质量,图片2,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,41,26,25,24,"	869530358285213697",图片展示和支付意愿,15,25,30,15,22,15,25,10
38,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥200000到￥500000,已婚,1个,"	869530354933964801",其他测试,非常正面,中质量,低质量,高质量,中质量,中质量,低质量,高质量,中质量,图片1,图片2,图片1,图片1,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,22,25,35,"	869530358285213697",图片展示和支付意愿,20,35,30,15,10,20,15,10
39,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥500000到￥1000000,已婚,1个,"	869530354933964801",其他测试,正面,低质量,低质量,中质量,中质量,高质量,高质量,中质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,40,16,27,41,"	869530358285213697",图片展示和支付意愿,35,30,35,25,25,20,15,10
40,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,25-34岁,女,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,中质量,低质量,中质量,低质量,高质量,中质量,高质量,高质量,图片2,图片2,图片2,无区别,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,见过,见过,见过,见过,"	869530357895143426",支付意愿评估,20,20,15,10,"	869530358285213697",图片展示和支付意愿,25,10,15,10,30,18,23,12
41,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,中质量,低质量,高质量,低质量,高质量,高质量,低质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,35,15,10,20,"	869530358285213697",图片展示和支付意愿,15,20,15,10,20,10,15,10
42,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,学生,￥200000到￥500000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,高质量,中质量,高质量,低质量,中质量,高质量,中质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	869530357895143426",支付意愿评估,26,21,21,18,"	869530358285213697",图片展示和支付意愿,26,30,32,25,31,27,34,22
43,***,***,***,***,***,***,***,***,"	869530354065743875",个人信息,18-24岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	869530354933964801",其他测试,非常正面,中质量,低质量,中质量,低质量,高质量,高质量,高质量,中质量,图片1,图片2,图片2,图片2,"	869530356360028161",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,未见过,见过,"	869530357895143426",支付意愿评估,40,15,15,20,"	869530358285213697",图片展示和支付意愿,15,20,25,20,25,30,25,10
