business_id,stars,review_count,is_open,categories_counts,user_count,star_avg,star_std,contents_score_avg,useful_avg,funny_avg,cool_avg,memory_score,average_hue,average_saturation,average_value,sharpness_measure,person_count_x,beauty_score,person_total_count_x,food,drink,menu,inside,outside,var,person_exist,person_percentage,person_total_count_y,person_count_y,review_group
j9Kaj_6tSeXmVMYCgZithg,4.5,496,1,7,496,4.251893939393939,1.089450975060362,0.7709553030303031,0.6212121212121212,0.1079545454545454,0.4147727272727273,0.72425,0.2641650030129055,0.3191061641593497,-0.1461820193347769,0.3625212068510437,1.0,5.155134642857143,4.428571428571429,0.571,0.107,0.0,0.25,0.071,0.892,1,0.2142857142857143,4.429,1.0,high
eJ77e9lGxY3ArzaoDbHhYw,2.5,161,1,3,161,2.593939393939394,1.387650100415287,0.3468866666666667,1.16969696969697,0.6848484848484848,0.5515151515151515,0.731,-0.2268671229451979,1.734807306998342,-1.383187460354978,0.3061202486926492,14.0,4.13598,16.0,0.0,0.0,0.0,1.0,0.0,0.75,1,1.0,16.0,14.0,high
516L9-ZWyqVgzqjP5uW7Jg,4.0,6,1,5,6,4.0,1.264911064067352,0.8408166666666667,0.0,0.1666666666666666,0.0,0.7606666666666667,0.2034051358132592,-0.9694400145207318,0.666458406396877,-0.3551472143407983,3.666666666666667,5.156253333333333,9.0,0.0,0.0,0.0,1.0,0.0,0.719,1,0.3333333333333333,9.0,3.667,low
7mpYTDb24SywNMRn3yeakQ,4.0,604,1,8,604,3.8896,1.14451198871296,0.8087681600000001,0.9216,0.2992,0.4912,0.7563076923076922,0.8749720738969511,-0.4062000084926384,-0.1273936468697506,-0.4781893174720944,1.0,5.139703076923078,4.923076923076923,0.692,0.0,0.0,0.231,0.077,0.84,1,0.3076923076923077,4.923,1.0,high
_WRe3ql2DI_h3htr77Siew,5.0,7,1,3,7,4.875,0.3535533905932738,0.9437875,1.25,0.0,0.875,0.8335,-0.5431992179286205,-0.7521694304022922,0.299300221992844,-1.052469068225994,0.5,5.25271,4.0,0.0,1.0,0.0,0.0,0.0,0.833,1,0.5,4.0,0.5,low
VeFfrEZ4iWaecrQg6Eq4cg,4.0,189,1,5,189,3.768844221105528,1.25803846469044,0.6289562814070353,0.507537688442211,0.185929648241206,0.2914572864321608,0.7663333333333333,-0.5468810697819045,-0.6029757703820191,0.09163537277477037,-0.5901369056885792,0.3333333333333333,5.08196,6.333333333333333,0.667,0.0,0.0,0.333,0.0,0.949,1,0.3333333333333333,6.333,0.333,high
rR30b1XWbxZFFgLyGbfNAw,4.5,132,1,6,132,4.514705882352941,0.7980095062800254,0.9241720588235294,1.352941176470588,0.0955882352941176,0.6691176470588235,0.679,0.1405561858158442,-0.2254648558367895,-0.4253790266189555,1.257682193633679,1.571428571428571,5.070957142857144,7.5,0.286,0.286,0.0,0.429,0.0,0.734,1,0.3571428571428572,7.5,1.571,high
VCkSUsdL5P0p16DAPxVROA,4.0,31,1,7,31,4.064516129032258,1.236540439316287,0.6461935483870968,0.9032258064516128,0.0967741935483871,0.3548387096774194,0.8255,-1.257377299438375,1.879011821940004,0.814071524121846,1.716366131703912,0.0,5.379725000000001,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,12.0,0.0,low
dIpTuL2T1L98GQGU17IeSw,4.0,548,1,8,548,4.085714285714285,1.0798907669249,0.7943798214285714,0.8696428571428572,0.2803571428571428,0.4803571428571428,0.7310714285714285,0.05899088567294972,0.08402129154813574,-0.3931787422785831,-0.3610659555034824,1.142857142857143,5.090355000000001,6.071428571428571,0.357,0.143,0.0,0.286,0.214,0.832,1,0.5,6.071,1.143,high
vxrGNnuEef7YCfB7mN08rA,2.0,8,1,3,8,2.0,1.603567451474546,-0.201525,2.0,0.625,1.5,0.8616666666666667,-1.055259609022779,-1.354482839021292,2.476657959426614,-0.7026261670865839,0.0,5.076440000000001,2.833333333333333,0.667,0.333,0.0,0.0,0.0,1.0,0,0.0,2.833,0.0,low
6_Zf2QsRHCH1RhbzA9inyw,3.0,56,1,2,56,2.96551724137931,1.450535499923951,0.2331327586206896,0.913793103448276,0.4655172413793103,0.5517241379310345,0.7845,0.1619490780147866,-0.2896152390725134,-0.7086285473631926,-0.5793179892501525,1.5,5.5986525,5.5,0.0,0.25,0.0,0.75,0.0,0.536,1,0.5,5.5,1.5,low
lPPYZr1_jx0XeW-xR9WJtw,4.0,87,1,9,87,4.168539325842697,1.057827480522954,0.8042101123595506,1.224719101123596,0.3370786516853932,0.9213483146067416,0.7100434782608696,-0.4290903307436668,0.151670798519852,-0.6977362562431997,0.3401594008824496,1.173913043478261,5.097957391304348,4.652173913043478,0.478,0.174,0.0,0.304,0.043,0.821,1,0.391304347826087,4.652,1.174,low
SFKjUQ1gmfwm7cJhMCFmkA,4.0,214,1,5,214,4.165178571428571,1.173107469027682,0.7740651785714286,1.227678571428571,0.2321428571428571,0.5,0.7235,1.450413226783007,-0.8094919597457743,-0.3594047512892415,0.4992039517013428,0.0,4.79966,1.5,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.5,0.0,high
ejEVU5o5F56e7XIO07xpcA,4.0,86,1,3,86,4.172413793103448,1.02534051691206,0.7994126436781611,1.333333333333333,0.4942528735632184,0.8620689655172413,0.5661666666666666,-0.5561226789095429,1.56857132566185,-1.459696946950855,-0.6195215340950658,0.8333333333333334,5.099133333333334,3.166666666666667,0.0,0.0,0.0,1.0,0.0,0.944,1,0.5,3.167,0.833,low
IbndcMURguByburM72o3SA,4.5,124,1,8,124,4.453846153846154,0.9491860116304998,0.8415392307692309,1.530769230769231,0.3769230769230769,0.6307692307692307,0.8530000000000001,-1.023541881036695,1.52031452134818,-0.1522338962768038,-0.1156413508734434,0.3333333333333333,5.205086666666666,4.666666666666667,0.667,0.0,0.0,0.333,0.0,1.0,1,0.3333333333333333,4.667,0.333,low
diwwt5QBU3-Thig9SVlsOA,3.5,592,1,8,592,3.351701782820097,1.378570166197548,0.6722286871961103,0.7974068071312804,0.3387358184764992,0.4748784440842787,0.6523333333333333,-0.9719571737220141,1.808983532037673,-1.028099603391372,-0.4372653046937139,4.111111111111111,5.035768888888889,10.77777777777778,0.222,0.0,0.0,0.778,0.0,0.505,1,0.6666666666666666,10.778,4.111,high
3uvFklejzRPwEPEZQ5vHYQ,3.5,14,1,6,14,3.411764705882353,1.121317502394603,0.2516117647058823,0.8823529411764706,0.1176470588235294,0.2352941176470588,0.637,1.831398441717448,-1.730851962301439,-0.1547496841407748,1.223503807273097,0.0,4.54904,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,13.0,0.0,low
0l_njS4wGMadAk1b4nZRUA,2.5,58,1,9,58,2.7,1.417804461667907,0.2589716666666667,0.9666666666666668,0.2666666666666666,0.1666666666666666,0.698,0.2422720812306204,0.03411585544427215,-0.714330406175387,-0.03538099990542698,0.0,5.407333333333334,5.666666666666667,0.667,0.333,0.0,0.0,0.0,1.0,0,0.0,5.667,0.0,low
TJe1ZGe-X0-GjOQd00kKxA,4.0,115,1,9,115,3.88135593220339,1.439191911945364,0.6628305084745763,0.4322033898305085,0.1525423728813559,0.211864406779661,0.782,0.337184673856082,-0.7636449489620211,-1.027981831020659,-1.122267474825349,2.0,5.63011,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,4.0,2.0,low
SBgr-5n-kV3EeZztYsstUQ,4.5,29,1,11,29,4.551724137931035,0.8695732490526488,0.8014758620689654,0.5862068965517241,0.2758620689655172,0.3793103448275862,0.77625,-0.4583832970760311,0.4351402374566396,-0.3898156767660018,-0.4172485638911391,2.0,5.346220000000001,7.25,0.0,0.5,0.0,0.5,0.0,0.683,1,0.5,7.25,2.0,low
kLSEk3qXY1KdtFjxHJ9pww,1.5,20,1,5,20,1.25,0.910465468000326,-0.252175,0.35,0.2,0.05,0.85,0.5438549662379394,-1.996635297072851,2.012722508495989,-0.8584371917920663,0.0,5.75482,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,low
qma1sGQv7ArUtzuUTQElRg,4.0,313,1,10,313,4.126543209876544,1.241455911987558,0.7448151234567902,0.5709876543209876,0.1388888888888889,0.3796296296296296,0.7085882352941176,-0.5942472093065609,-0.1820728296457292,0.2663261648202864,0.6733930928158527,1.411764705882353,4.886305882352941,7.882352941176471,0.588,0.059,0.0,0.353,0.0,0.89,1,0.3529411764705883,7.882,1.412,high
zjQDk4tZyhEroyqtkgvx0g,3.5,52,1,8,52,3.690909090909091,1.464047247678279,0.7125236363636364,0.4909090909090909,0.0,0.0909090909090909,0.5720000000000001,0.7345007834962873,-1.459437748856413,-0.8195788376146169,0.2906914140607059,0.0,4.691205,4.5,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,4.5,0.0,low
EEc3X2r94uNhCz_jOTSzHg,4.5,35,1,6,35,4.472222222222222,0.9098229375970788,0.8301694444444444,0.9722222222222222,0.0555555555555555,0.5833333333333334,0.7636666666666666,0.1422801228121201,-1.301096745402023,-1.334803063009617,0.4521871918957225,1.0,4.844363333333334,7.0,0.0,0.0,0.0,0.667,0.333,0.857,1,0.3333333333333333,7.0,1.0,low
'-kY_HDP7IMvGl-kBIZVU4A,4.0,320,1,3,320,4.103030303030304,1.233396686024887,0.7101590909090909,1.015151515151515,0.6060606060606061,0.7606060606060606,0.7263846153846154,0.56046072039856,-0.9376537058213875,0.07619423342310719,-0.1573979948173367,1.538461538461539,5.113758461538461,5.153846153846154,0.231,0.231,0.0,0.231,0.308,0.667,1,0.5384615384615384,5.154,1.538,high
jsQQu9rVerR3OGxIa0hRQQ,3.0,63,1,7,63,2.841269841269841,1.450320867794314,0.5306349206349207,1.047619047619048,0.3333333333333333,0.3968253968253968,0.594,-0.9480455167080148,0.4852789760082513,-0.5221311444050791,2.344126307272104,4.0,5.09274,16.0,0.0,0.0,0.0,1.0,0.0,0.5,1,1.0,16.0,4.0,low
q9dLguaNI58Rs5GJuJAWIg,4.5,15,1,5,15,4.6,1.055597325823495,0.9406,2.933333333333333,1.466666666666667,2.4,0.6589999999999999,-0.244826743767044,1.226524127266219,-1.517209557122045,0.2785740749705493,0.3333333333333333,4.844243333333334,4.666666666666667,0.0,0.0,0.0,1.0,0.0,0.667,1,0.3333333333333333,4.667,0.333,low
sophKEDc2rBDe-cuOaJDkA,4.5,127,1,10,127,4.278195488721805,1.068512017336078,0.7598278195488722,0.7518796992481203,0.2706766917293233,0.4736842105263157,0.847,0.4731156797159932,-1.014647118416072,0.2104984951274925,-0.1245934139940594,0.5,4.80451,2.25,0.5,0.25,0.0,0.25,0.0,0.833,1,0.25,2.25,0.5,low
vMp55ea__Pk0fYbBDCn6jg,2.0,23,1,3,23,2.192307692307693,1.575289961098738,-0.0649038461538461,0.5769230769230769,0.5384615384615384,0.2307692307692307,0.864,-1.143162338416352,-1.309689100042892,2.477876081166313,-0.9925643430795726,0.0,5.004925,3.0,0.5,0.5,0.0,0.0,0.0,1.0,0,0.0,3.0,0.0,low
sWCCxY1-9B1FGlSVeQvnHg,4.0,125,1,9,125,3.819548872180451,1.471108561936374,0.6499932330827067,0.5037593984962406,0.0902255639097744,0.1578947368421052,0.7757499999999999,-0.04063217953273789,0.2709948592471452,0.424399864690007,0.178903676282539,1.0,5.111190000000001,4.25,1.0,0.0,0.0,0.0,0.0,0.778,1,0.25,4.25,1.0,low
Gki1ureeRKqlIkQ-AELDVg,3.5,49,1,8,49,3.64,1.625812198909348,0.508416,0.94,0.36,0.54,0.66575,1.204428767959728,0.987794339715713,-0.7762391274196575,-0.7590374474851946,3.25,4.7927425,7.0,0.25,0.0,0.0,0.75,0.0,0.55,1,0.75,7.0,3.25,low
4FaYG9qKDpDyr68bKmaIEw,4.0,176,1,13,176,4.251282051282051,1.215635211084626,0.8335041025641026,1.005128205128205,0.1435897435897435,0.4871794871794871,0.7276521739130435,-0.4495873452597891,0.2148161258508089,-0.1637680931616025,-0.2030117065616423,1.434782608695652,5.208184347826087,7.391304347826087,0.435,0.13,0.0,0.391,0.043,0.821,1,0.3043478260869565,7.391,1.435,high
L7mbUPFMAfetY0fzuYtZ_g,3.0,7,1,4,7,3.0,1.732050807568877,0.1987857142857143,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.84675,-0.7631321135057522,-1.645162803937044,2.485036378531467,-0.7051585062447485,0.0,5.056635,3.5,0.75,0.25,0.0,0.0,0.0,1.0,0,0.0,3.5,0.0,low
Ei0wJeADbNtwvA9CrvknJw,4.5,37,1,5,37,4.648648648648648,0.7155501463992668,0.911216216216216,1.432432432432432,0.1081081081081081,0.5135135135135135,0.619,0.02980864203648425,-0.9791056906810074,-0.4153181371352905,0.01564013277600796,0.0,5.41288,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,12.0,0.0,low
Iuir7lUtx-LMhYtStwyf3Q,4.0,26,1,7,26,4.185185185185185,1.144788762410477,0.8858111111111112,0.8888888888888888,0.074074074074074,0.3333333333333333,0.7655,-0.1827755518456041,-0.08591083998738826,1.305553065003665,-1.123067162963254,0.25,5.2049875,3.0,0.75,0.25,0.0,0.0,0.0,1.0,1,0.25,3.0,0.25,low
I2CxrvM0BGH1svfxqGGD2g,3.5,472,1,11,472,3.661943319838057,1.319647545308847,0.7094787449392712,0.645748987854251,0.1902834008097166,0.3036437246963562,0.7696153846153847,0.1619399059368005,0.5110073141011963,-0.03881110115054217,-0.3154571535527635,1.384615384615385,5.327688461538462,5.846153846153846,0.462,0.077,0.0,0.462,0.0,0.732,1,0.3846153846153846,5.846,1.385,high
wMJlbZt2vOTG_FV96gkRVA,3.5,6,1,4,6,3.5,1.97484176581315,0.2741333333333333,0.8333333333333334,0.8333333333333334,1.0,0.8654999999999999,-1.434005889393636,-1.358542630778171,2.627911133623196,-1.174511189901958,0.0,5.0468925,2.75,0.75,0.25,0.0,0.0,0.0,1.0,0,0.0,2.75,0.0,low
'-ujBP1Dw0j1-Ffaz97-LXQ,4.0,238,1,10,238,4.069958847736626,1.239519200956226,0.7753382716049382,1.551440329218107,0.6090534979423868,1.041152263374486,0.8190666666666666,-0.1132372078029621,0.139864978965015,-0.3224972793406015,0.7788366890566059,1.466666666666667,5.046593333333334,8.8,0.267,0.6,0.0,0.133,0.0,0.787,1,0.4,8.8,1.467,high
W4ZEKkva9HpAdZG88juwyQ,4.0,2064,1,8,2064,4.19281663516068,1.106039900454275,0.7834362003780719,0.5094517958412098,0.1753308128544423,0.2627599243856333,0.7289555555555555,-1.084611855624124,0.8120856314276164,0.3634604755378564,-0.5263994444350377,1.822222222222222,4.946554888888889,5.8,0.622,0.067,0.0,0.267,0.044,0.769,1,0.3555555555555556,5.8,1.822,high
sZyBB8wv0O1We1x40-Edug,2.5,30,1,4,30,2.419354838709677,1.727699695131981,0.3161967741935483,1.612903225806452,0.4516129032258064,0.8387096774193549,0.85775,-0.9760471597414421,-1.315689399095527,2.367245769459424,-0.5627605131927709,0.0,5.1060675,3.25,0.75,0.25,0.0,0.0,0.0,1.0,0,0.0,3.25,0.0,low
3swM60bulnut1d4AZti80Q,3.5,37,1,11,37,3.594594594594595,1.535857694859409,0.6564162162162162,0.8108108108108109,0.3783783783783784,0.1891891891891892,0.6585000000000001,2.966392766558644,1.563311494472144,-1.104710212893886,-0.2591406717031219,7.0,4.586145,10.5,0.0,0.0,0.0,1.0,0.0,0.345,1,1.0,10.5,7.0,low
4fUok5d5vgdQEb1Bzzg0rA,3.5,115,1,7,115,3.366666666666667,1.449041023558402,0.5918325000000001,0.7666666666666667,0.2833333333333333,0.4083333333333333,0.7833333333333333,-1.222176561713435,1.174120763298972,0.08181599770436138,-0.6713597895859136,0.3333333333333333,5.06164,5.166666666666667,1.0,0.0,0.0,0.0,0.0,0.803,1,0.3333333333333333,5.167,0.333,low
oY6osC4Ch3PvguA7D1hh_w,4.5,7,1,2,7,4.571428571428571,0.7867957924694431,0.7550857142857144,2.857142857142857,0.7142857142857143,2.571428571428572,0.796,1.588858091402766,-0.8142552356800573,-1.517184536835003,-1.245080910131615,0.0,5.27503,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,5.0,0.0,low
nX7aULcuP15c6ntE1ml7Wg,3.5,18,1,5,18,3.5,1.762175688714022,0.5600099999999999,1.0,1.45,0.85,0.7110000000000001,3.76854295590826,2.144233399230796,-1.105697820247094,-0.01227725279260985,1.5,5.10643,2.5,0.0,0.0,0.0,1.0,0.0,0.167,1,1.0,2.5,1.5,low
LKGlZW0mmuoXvKB04FSP-A,3.5,26,1,5,26,3.692307692307693,1.463399624688506,0.5948384615384614,0.5769230769230769,0.1538461538461538,0.0384615384615384,0.8065,1.532387415474973,0.2151267803341635,0.05379909752407321,0.100739397376604,0.0,5.4629075,4.5,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,4.5,0.0,low
o05ngJ6BY1rztemFazViBw,5.0,111,1,2,111,4.839285714285714,0.5781855967581551,0.8660767857142856,0.2053571428571428,0.0892857142857142,0.1964285714285714,0.7243333333333334,1.61222936130928,-0.2999439584797995,-0.80143371429752,0.9557445616390512,4.0,4.926273333333334,5.666666666666667,0.0,0.0,0.0,0.333,0.667,0.783,1,0.6666666666666666,5.667,4.0,low
